Rf_ohm,Cpd_F,ft_Hz,selected_Cf_F,best_peaking_dB,bandwidth_Hz,phase_at_bandwidth_deg,classification,classification_code
1000000,2e-11,13433993.325989,7.4438030132517e-13,6.51196837554492e-10,295812.852905135,-83.8707333605965,Safe,1
1000000,2e-11,15117750.7061566,6.61474064123016e-13,1.35823595008035e-10,334647.145445219,-88.4468141461006,Safe,1
1000000,2e-11,17012542.7985259,6.61474064123016e-13,5.14268123277911e-10,333439.843464292,-83.8466973643098,Safe,1
1000000,2e-11,19144819.7616996,5.87801607227492e-13,1.07318075097119e-10,377231.307259977,-88.4401764173613,Safe,1
1000000,2e-11,21544346.9003188,5.87801607227492e-13,4.06186300832346e-10,375781.987242714,-83.8245664827313,Safe,1
1000000,2e-11,24244620.1708233,5.22334507426683e-13,8.48396018520108e-11,425151.932176536,-88.4335143101743,Safe,1
1000000,2e-11,27283333.7648677,5.22334507426683e-13,3.20862606595282e-10,423428.981039574,-83.8040657259382,Safe,1
1000000,2e-11,30702906.2975785,4.64158883361277e-13,6.71017624323847e-11,479076.316161746,-88.4267220095719,Safe,1
1000000,2e-11,34551072.9459222,4.64158883361277e-13,2.53490832474231e-10,477044.224979966,-83.7849400374024,Safe,1
1000000,2e-11,38881551.8030809,4.12462638290135e-13,5.30997276181279e-11,539755.14972408,-88.419700107397,Safe,1
1000000,2e-11,43754793.7507418,4.12462638290135e-13,2.00286957490942e-10,537373.993155582,-83.7669508454334,Safe,1
1000000,2e-11,49238826.3170674,3.66524123707963e-13,4.20388915768223e-11,608032.892298248,-88.4123521732434,Safe,1
1000000,2e-11,55410203.3000949,3.66524123707963e-13,1.58273138429016e-10,605257.736734787,-83.7498729008034,Safe,1
1000000,2e-11,62355073.4127391,3.25702065565978e-13,3.33020847298874e-11,684859.427122025,-88.4045818125515,Safe,1
1000000,2e-11,70170382.8670384,3.25702065565978e-13,1.25084844340659e-10,681639.657005206,-83.7334913330227,Safe,1
1000000,2e-11,78965228.6849973,2.89426612471675e-13,2.63917141045903e-11,771303.151921158,-88.3962900854362,Safe,1
1000000,2e-11,88862381.6274341,2.89426612471675e-13,9.88744238000789e-11,767581.701839361,-83.7175988686597,Safe,1
1000000,2e-11,100000000,2.57191380905935e-13,2.09278346791142e-11,868565.678787234,-88.3873731802537,Safe,1
