case_id,source_script,parameter_record,Rf_ohm,Cf_F,Cpd_F,A0,ft_Hz,fc_ideal_Hz,capacitive_noise_gain,gbw_margin_index,bandwidth_Hz,peaking_dB,effective_noise_bandwidth_approx_Hz,total_integrated_output_noise_V_rms,feedback_resistor_integrated_output_noise_V_rms,opamp_voltage_integrated_output_noise_V_rms,opamp_current_integrated_output_noise_V_rms,photodiode_shot_integrated_output_noise_V_rms,input_referred_current_noise_density_at_reference_frequency_A_per_sqrtHz,temperature_K,opamp_voltage_noise_V_per_sqrtHz,opamp_current_noise_A_per_sqrtHz,photodiode_shot_noise_enabled,photodiode_dc_current_A,model_scope
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,2.04171464264531e-12,5e-12,100000,100000000,779516.097732879,3.44892204599259,37.1955969808835,794476.128942568,3.44650636546076e-12,1247960.18506921,9.33790335083739e-05,4.48653737107694e-05,6.8985002742714e-05,4.40898901282039e-05,1.97310056045526e-06,5.71750236506204e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,2.29320719559358e-12,5e-12,100000,100000000,694027.750295364,3.18035248171537,45.3051850086145,704554.307050757,4.38383266295014e-12,1106711.31754285,8.89615550883458e-05,4.23518114902379e-05,6.6217880012044e-05,4.16197740237874e-05,1.86255849614433e-06,5.71750237626381e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,2.57567787979847e-12,5e-12,100000,100000000,617914.780183413,2.94123653396876,55.0226451476177,625324.597391383,5.56609813694379e-12,982257.580636881,8.48283840050222e-05,3.99772162889526e-05,6.36488694637662e-05,3.92862229382986e-05,1.7581279579588e-06,5.71750238931402e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,2.89294249260628e-12,5e-12,100000,100000000,550149.003993892,2.72834406932695,66.6224394804548,555371.050604149,7.05694840023409e-12,872374.806297219,8.0965484241644e-05,3.77342000491669e-05,6.1267551898874e-05,3.70819765141973e-05,1.65948403205812e-06,5.71750240456294e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,3.24928685033468e-12,5e-12,100000,100000000,489814.997637104,2.53879919819483,80.4154633865926,493493.674134703,8.93931561494437e-12,775178.05062731,7.73593774634994e-05,3.56157202485238e-05,5.90637996303914e-05,3.5000113956865e-05,1.56631700064301e-06,5.71750242243602e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,3.64952468386128e-12,5e-12,100000,100000000,436097.73019402,2.37004142542472,96.7520635961761,438689.042298703,1.13096325277296e-11,689091.136247973,7.39971142863141e-05,3.36150715249583e-05,5.70277672844647e-05,3.30340458042674e-05,1.47833197363333e-06,5.71750244345154e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,4.09906266562489e-12,5e-12,100000,100000000,388271.553949597,2.21979106148595,116.025200572805,390097.690702642,1.43048336388397e-11,612764.019646881,7.08662438735308e-05,3.17258760668427e-05,5.51498848997159e-05,3.11775044832034e-05,1.39524846604354e-06,5.71750246824266e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,4.60397344646608e-12,5e-12,100000,100000000,345690.401872451,2.086018426939,138.673838830507,346977.759905237,1.80830686527884e-11,545031.390738667,6.79547830013215e-05,2.99420730934488e-05,5.34208538878593e-05,2.94245339715944e-05,1.31679993535182e-06,5.71750249758486e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,5.17107768893633e-12,5e-12,100000,100000000,307779.060122055,1.96691643420822,165.186678967824,308686.870888107,2.28468463375504e-11,484884.202920849,6.52511856667425e-05,2.82579076959496e-05,5.18316461528071e-05,2.77694788323648e-05,1.24273329074684e-06,5.71750253243033e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
Cf_noise_bandwidth_sweep,tia_extension/scripts/run_08_noise_bandwidth_tradeoff.m,"Rf=100000 ohm; Cpd=5e-12 F; A0=100000; ft=1e+08 Hz; Cf=logspace(log10(0.2e-12),log10(47e-12),48) F; temperature=300 K; en=3e-09 V/sqrtHz; in=4e-13 A/sqrtHz; photodiode_shot_enabled=1; photodiode_dc_current=1e-09 A; frequency_grid=[1, 1e+09] Hz; ENBW_approx=(pi/2)*bandwidth",100000,5.80803620523493e-12,5e-12,100000,100000000,274025.397686821,1.86087617626994,196.10637297452,274665.734059864,2.88623210738919e-11,431443.926157658,6.27443142384699e-05,2.66679192622067e-05,5.03735063959907e-05,2.62069728383043e-05,1.17280838407026e-06,5.71750257395098e-13,300,3e-09,4e-13,1,1e-09,first-pass MATLAB behavioural noise estimate; not measured or experimentally validated
